Date,Adj Close,Close,High,Low,Open,Volume,Corrected_Adj_Close
2011-12-23,12.073854446411133,14.404643058776855,14.413928985595703,14.267499923706055,14.274642944335938,269399200,12.25920834668988
2011-12-27,12.169650077819824,14.518928527832031,14.610357284545898,14.393570899963379,14.396429061889648,265076000,12.356474601584225
2011-12-28,12.053197860717773,14.380000114440918,14.58035659790039,14.333571434020996,14.53178596496582,228662000,12.238234647787834
2011-12-29,12.127437591552734,14.468570709228516,14.487500190734863,14.303929328918457,14.407142639160156,215978000,12.313614082909192
2011-12-30,12.123845100402832,14.464285850524902,14.510000228881836,14.410357475280762,14.411070823669434,179662000,12.309966440999496
2012-01-03,12.310344696044922,14.686785697937012,14.73214340209961,14.60714340209961,14.621429443359375,302220800,12.49932911798865
2012-01-04,12.37650203704834,14.765713691711426,14.8100004196167,14.617142677307129,14.64285659790039,260022000,12.566502085049304
2012-01-05,12.513907432556152,14.929642677307129,14.948213577270508,14.738213539123535,14.819643020629883,271269600,12.706016883655336
2012-01-06,12.644723892211914,15.085714340209961,15.098214149475098,14.972143173217773,14.991786003112793,318292800,12.838841595201616
2012-01-09,12.624664306640625,15.061785697937012,15.276785850524902,15.048213958740234,15.196429252624512,394024400,12.818474061374026
2012-01-10,12.669867515563965,15.115714073181152,15.214285850524902,15.053570747375488,15.211071014404297,258196400,12.864371215310223
2012-01-11,12.649212837219238,15.091071128845215,15.101785659790039,14.975357055664062,15.09571361541748,215084800,12.843399453037808
2012-01-12,12.61448860168457,15.049642562866211,15.103570938110352,14.95535659790039,15.081428527832031,212587200,12.808142142293471
2012-01-13,12.567192077636719,14.993213653564453,15.016071319580078,14.952142715454102,14.989286422729492,226021600,12.760119537337422
2012-01-17,12.713573455810547,15.16785717010498,15.213929176330566,15.105713844299316,15.149999618530273,242897200,12.908748114986208
2012-01-18,12.845593452453613,15.325357437133789,15.338213920593262,15.225000381469727,15.248571395874023,276791200,13.04279483982955
2012-01-19,12.804879188537598,15.276785850524902,15.406070709228516,15.232500076293945,15.362500190734863,261738400,13.001455543729545
2012-01-20,12.581855773925781,15.010713577270508,15.26785659790039,14.991070747375488,15.267499923706055,413974400,12.775008345939353
2012-01-23,12.794699668884277,15.264642715454102,15.301786422729492,15.08214282989502,15.095356941223145,306062400,12.991119751389729
2012-01-24,12.58515453338623,15.014642715454102,15.182143211364746,14.983928680419922,15.182143211364746,547638000,12.778357746885899
2012-01-25,13.370955467224121,15.952142715454102,16.230356216430664,15.84749984741211,16.229999542236328,958314000,13.576222041978971
2012-01-26,13.310188293457031,15.879643440246582,16.028213500976562,15.82642936706543,16.01285743713379,323985200,13.514521990255083
2012-01-27,13.389518737792969,15.974286079406738,16.01714324951172,15.848929405212402,15.869285583496094,299709200,13.595070289861164
2012-01-30,13.56104850769043,16.17892837524414,16.21071434020996,15.90678596496582,15.918213844299316,379341200,13.769233329192634
2012-01-31,13.664923667907715,16.3028564453125,16.365713119506836,16.18107032775879,16.27107048034668,391683600,13.874703147203236
2012-02-01,13.656238555908203,16.292499542236328,16.392499923706055,16.269643783569336,16.37178611755371,270046000,13.865884704179187
2012-02-02,13.6242094039917,16.25428581237793,16.327499389648438,16.213571548461914,16.282142639160156,186796400,13.833363851103233
2012-02-03,13.76071548461914,16.417142868041992,16.428571701049805,16.270000457763672,16.332143783569336,286599600,13.971965528838322
2012-02-06,13.889141082763672,16.570356369018555,16.606428146362305,16.364286422729492,16.37071418762207,249412800,14.102362675142338
2012-02-07,14.034623146057129,16.743928909301758,16.77678680419922,16.59214210510254,16.616071701049805,316223600,14.250078131920182
